address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y,tags
서울 마포구 구수동 68-32,FD6,음식점,음식점 > 중식 > 중국요리,,1311429468,02-717-0088,삼보성,http://place.map.kakao.com/1311429468,서울 마포구 창전로 32,126.931910696838,37.545151926552,", romantic, family-friendly"
서울 마포구 창전동 442,FD6,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",,20686004,02-334-3663,이가족발,http://place.map.kakao.com/20686004,서울 마포구 창전로 45,126.9318688416,37.5463808649925,"authentic, comfort food, live music"
서울 마포구 구수동 60,FD6,음식점,음식점 > 아시아음식 > 동남아음식 > 샤브향,,707290424,02-712-2080,샤브향 서울광흥창역점,http://place.map.kakao.com/707290424,서울 마포구 토정로 193,126.93240459891456,37.54581354358349,"exotic, flavorful, spicy"
서울 마포구 구수동 57-3,FD6,음식점,음식점 > 양식 > 피자 > 피자헛,,26639100,02-2078-2174,피자헛 신수점,http://place.map.kakao.com/26639100,서울 마포구 창전로 38,126.932199838763,37.5457503562658,", outdoor seating, vegetarian options"
서울 마포구 구수동 57-7,FD6,음식점,"음식점 > 한식 > 육류,고기",,591323684,,차돌집,http://place.map.kakao.com/591323684,서울 마포구 창전로 46,126.932479922791,37.5463595920202,"authentic, comfort food, great value"
서울 마포구 창전동 442,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",,1794475504,02-332-4210,푸른마음횟집김배달&청해수산,http://place.map.kakao.com/1794475504,서울 마포구 창전로 45,126.931928907933,37.546279987760336,"authentic, comfort food, family-friendly"
서울 마포구 구수동 68-24,FD6,음식점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",,13049767,02-717-5999,뚜레쥬르 구수동점,http://place.map.kakao.com/13049767,서울 마포구 토정로 190,126.932028285965,37.5452565101871,", family-friendly, live music"
서울 마포구 창전동 442,FD6,음식점,"음식점 > 간식 > 떡,한과",,383234010,02-322-1737,연홍떡방,http://place.map.kakao.com/383234010,서울 마포구 창전로 45,126.931999661471,37.546871083764,", family-friendly, great value"
서울 마포구 구수동 57-11,FD6,음식점,음식점 > 치킨,,283849493,02-706-6956,참참치킨 구수점,http://place.map.kakao.com/283849493,서울 마포구 창전로 40-1,126.932312746469,37.5460279287153,", live music, outdoor seating"
서울 마포구 창전동 442,FD6,음식점,음식점 > 한식 > 국밥,,1820504916,,열정국밥,http://place.map.kakao.com/1820504916,서울 마포구 창전로 45,126.932157035144,37.5467819754055,"authentic, comfort food, fast service"
서울 마포구 구수동 57-3,FD6,음식점,"음식점 > 한식 > 해물,생선",,15707072,02-706-1415,황금쭈꾸미삼겹살,http://place.map.kakao.com/15707072,서울 마포구 창전로 38,126.93220435858,37.5457575668526,"authentic, comfort food, outdoor seating"
서울 마포구 창전동 152-4,FD6,음식점,음식점 > 샐러드,,2061169084,02-717-4909,샐러드박스 마포광흥창점,http://place.map.kakao.com/2061169084,서울 마포구 창전로 44,126.93239849836748,37.54630368350286,", live music, vegetarian options"
서울 마포구 구수동 57-10,FD6,음식점,음식점 > 술집 > 오뎅바 > 투다리,,696990344,02-336-6066,투다리 광흥창점,http://place.map.kakao.com/696990344,서울 마포구 창전로 42,126.932326237588,37.5461252443308,", great value, vegetarian options"
서울 마포구 창전동 442,FD6,음식점,음식점 > 술집,,1238018295,,덩크비어,http://place.map.kakao.com/1238018295,서울 마포구 창전로 45,126.93197743549057,37.54642417554458,", great value, family-friendly"
서울 마포구 구수동 68-32,FD6,음식점,음식점 > 한식,,1043258747,,서강팔경,http://place.map.kakao.com/1043258747,서울 마포구 창전로 32,126.931912957534,37.5451546308527,"authentic, comfort food, live music"
서울 마포구 창전동 442,FD6,음식점,음식점 > 한식 > 국수,,1445391643,02-332-5692,독도얼큰이 마포점,http://place.map.kakao.com/1445391643,서울 마포구 창전로 45,126.932098182862,37.5467918525646,"authentic, comfort food, family-friendly"
서울 마포구 창전동 442,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",,600787366,02-336-7909,물회한,http://place.map.kakao.com/600787366,서울 마포구 창전로 45,126.93146463014487,37.54663381175419,"authentic, comfort food, vegetarian options"
서울 마포구 창전동 150-33,FD6,음식점,음식점 > 간식 > 토스트,,1440255551,,에그2000 마포점,http://place.map.kakao.com/1440255551,서울 마포구 토정로 187,126.93162391736,37.5456887562526,", fast service, vegetarian options"
서울 마포구 창전동 442,FD6,음식점,음식점 > 양식 > 피자,,1434650038,02-332-8230,보르도피자,http://place.map.kakao.com/1434650038,서울 마포구 창전로 45,126.932001936135,37.5468584710908,", family-friendly, great value"
서울 마포구 현석동 1-24,FD6,음식점,음식점 > 뷔페 > 한식뷔페,,1866501484,02-332-9851,밤섬한식부페,http://place.map.kakao.com/1866501484,서울 마포구 토정로 204,126.933418018509,37.5450843101533,"authentic, comfort food, family-friendly"
서울 마포구 구수동 16-4,FD6,음식점,음식점 > 술집,,1231062684,070-8844-4398,시방,http://place.map.kakao.com/1231062684,서울 마포구 독막로24길 11,126.932820209582,37.5467201856464,", vegetarian options, romantic"
서울 마포구 구수동 44-1,FD6,음식점,"음식점 > 한식 > 육류,고기 > 삼겹살",,274586751,,노박구,http://place.map.kakao.com/274586751,서울 마포구 토정로 197,126.93304199435404,37.54546522012644,"authentic, comfort food, family-friendly"
서울 마포구 구수동 76-1,FD6,음식점,음식점 > 중식 > 중국요리,,11488032,02-718-9655,마포장,http://place.map.kakao.com/11488032,서울 마포구 토정로 196,126.93258960093524,37.54519916802042,", great value, outdoor seating"
서울 마포구 신수동 381-11,FD6,음식점,음식점 > 술집,,780773796,010-2849-5157,팔팔,http://place.map.kakao.com/780773796,서울 마포구 토정로 213,126.934730615439,37.5451210829342,", outdoor seating, romantic"
서울 마포구 구수동 56-9,FD6,음식점,"음식점 > 술집 > 호프,요리주점",,25448646,02-717-0818,튀기리,http://place.map.kakao.com/25448646,서울 마포구 창전로 50,126.932615354142,37.5467597128692,"casual, drinks, nightlife"
서울 마포구 구수동 60,FD6,음식점,음식점 > 분식 > 떡볶이,,110950985,,뽀글보글,http://place.map.kakao.com/110950985,서울 마포구 토정로 193,126.93257450496677,37.54562713393526,", fast service, great value"
서울 마포구 현석동 1-9,FD6,음식점,음식점 > 한식 > 한정식,,15487626,02-714-5138,세양,http://place.map.kakao.com/15487626,서울 마포구 토정로 206,126.933603680103,37.544990710789,"authentic, comfort food, outdoor seating"
서울 마포구 구수동 76-1,FD6,음식점,음식점 > 한식,,321030789,02-715-8881,한식마당,http://place.map.kakao.com/321030789,서울 마포구 토정로 196,126.93262580980507,37.54520099068354,"authentic, comfort food, live music"
서울 마포구 구수동 44-1,FD6,음식점,음식점 > 한식,,1441872757,,훈이네식탁,http://place.map.kakao.com/1441872757,서울 마포구 토정로 197,126.932998978114,37.5454832157069,"authentic, comfort food, fast service"
서울 마포구 구수동 16-1,FD6,음식점,"음식점 > 한식 > 육류,고기",,18767001,,서강한우촌,http://place.map.kakao.com/18767001,서울 마포구 독막로24길 7,126.932900365878,37.5469292629446,"authentic, comfort food, great value"
서울 마포구 신수동 404-2,FD6,음식점,음식점 > 퓨전요리 > 퓨전한식,,427373149,,양송이식당,http://place.map.kakao.com/427373149,서울 마포구 토정로17안길 9,126.936125133118,37.5446353059805,"authentic, comfort food, fast service"
서울 마포구 신수동 421-2,FD6,음식점,음식점 > 일식,,919165564,070-8778-6042,커츠,http://place.map.kakao.com/919165564,서울 마포구 독막로28길 58,126.936835735914,37.5446627182009,", family-friendly, live music"
서울 마포구 신수동 406,FD6,음식점,"음식점 > 한식 > 육류,고기",,12070070,02-365-5649,토림촌,http://place.map.kakao.com/12070070,서울 마포구 토정로17안길 13,126.936279078707,37.5445741212105,"authentic, comfort food, live music"
서울 마포구 현석동 225,FD6,음식점,음식점 > 치킨 > 굽네치킨,,12591809,02-715-9492,굽네치킨 신수점,http://place.map.kakao.com/12591809,서울 마포구 토정로18길 11,126.93603658744432,37.543642356899845,", vegetarian options, fast service"
서울 마포구 현석동 225,FD6,음식점,음식점 > 분식,,312968436,02-717-3682,홍대김밥,http://place.map.kakao.com/312968436,서울 마포구 토정로18길 11,126.93619838897553,37.54365505842253,", great value, fast service"
서울 마포구 신수동 448-8,FD6,음식점,"음식점 > 간식 > 제과,베이커리",,1774923022,,신수동작은빵집,http://place.map.kakao.com/1774923022,서울 마포구 토정로 226,126.93578592196,37.544332386282,", romantic, fast service"
서울 마포구 신수동 448-2,FD6,음식점,음식점 > 분식,,476745460,02-715-4740,해오름김밥,http://place.map.kakao.com/476745460,서울 마포구 토정로 225,126.935924893913,37.5445784345491,", outdoor seating, great value"
서울 마포구 신수동 448-23,FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",,8666101,02-712-4387,고향식당,http://place.map.kakao.com/8666101,서울 마포구 토정로 224,126.935559453887,37.5445124627488,"authentic, comfort food, outdoor seating"
서울 마포구 신수동 448-8,FD6,음식점,음식점 > 양식,,986382652,02-3273-5557,테이블7,http://place.map.kakao.com/986382652,서울 마포구 토정로 226,126.93578592196,37.544332386282,", family-friendly, romantic"
서울 마포구 신수동 288-9,FD6,음식점,음식점 > 한식,,1830118065,02-3272-5466,팜앤라이프 키친앤그로서리,http://place.map.kakao.com/1830118065,서울 마포구 토정로 221,126.93568695568798,37.54493780385295,"authentic, comfort food, family-friendly"
서울 마포구 신수동 447-1,FD6,음식점,음식점 > 치킨,,15839147,02-706-9999,넘버원위드치킨,http://place.map.kakao.com/15839147,서울 마포구 토정로 223,126.935722220143,37.5447215832647,", live music, fast service"
서울 마포구 신수동 447-1,FD6,음식점,음식점 > 간식,,1464821700,,호떡나들이,http://place.map.kakao.com/1464821700,서울 마포구 토정로 223,126.93574145375176,37.54472519772934,", vegetarian options, great value"
서울 마포구 신수동 404-2,FD6,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",,25973151,050-7987-4318,족발보쌈곱창맛있게하는집,http://place.map.kakao.com/25973151,서울 마포구 토정로17안길 9,126.936143256673,37.5446136918029,"authentic, comfort food, fast service"
서울 마포구 신수동 448-9,FD6,음식점,음식점 > 뷔페,,21555466,,은혜 케터링,http://place.map.kakao.com/21555466,서울 마포구 토정로 232,126.936261504435,37.5439506202714,", outdoor seating, fast service"
서울 마포구 용강동 494-32,FD6,음식점,"음식점 > 한식 > 육류,고기",,7859798,02-704-0223,램랜드,http://place.map.kakao.com/7859798,서울 마포구 토정로 255,126.9387750729966,37.54349244061807,"authentic, comfort food, fast service"
서울 마포구 대흥동 801-13,FD6,음식점,"음식점 > 일식 > 돈까스,우동",,15779972,02-717-7897,신촌즉석생우동,http://place.map.kakao.com/15779972,서울 마포구 대흥로 38,126.93872591481384,37.54410509463979,", fast service, vegetarian options"
서울 마포구 용강동 494-41,FD6,음식점,"음식점 > 술집 > 호프,요리주점",,14536745,02-702-7717,이박사의신동막걸리,http://place.map.kakao.com/14536745,서울 마포구 토정로 263,126.93950760951353,37.54297023850897,"casual, drinks, nightlife"
서울 마포구 대흥동 337-21,FD6,음식점,음식점 > 한식 > 곰탕,,17361050,02-6404-1989,마포닭곰탕 본점,http://place.map.kakao.com/17361050,서울 마포구 토정로25길 43,126.940040112382,37.5449509065005,"authentic, comfort food, romantic"
서울 마포구 신수동 62-16,FD6,음식점,"음식점 > 한식 > 해물,생선",,1361599101,02-714-6161,영광굴비정식,http://place.map.kakao.com/1361599101,서울 마포구 대흥로 43,126.938668874683,37.5446690905291,"authentic, comfort food, fast service"
서울 마포구 용강동 494-36,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",,27279483,02-701-4134,쌍마횟집,http://place.map.kakao.com/27279483,서울 마포구 토정로 257,126.93906833493774,37.54325923347023,"authentic, comfort food, romantic"
서울 마포구 용강동 494-40,FD6,음식점,"음식점 > 한식 > 육류,고기",,1988704726,02-703-3465,육도,http://place.map.kakao.com/1988704726,서울 마포구 토정로 261,126.939389836999,37.5430837040446,"authentic, comfort food, great value"
서울 마포구 신수동 250-19,FD6,음식점,음식점 > 분식 > 떡볶이,,14553932,,신수동국물떡볶이,http://place.map.kakao.com/14553932,서울 마포구 대흥로9안길 3,126.93785392441134,37.54493355819015,", live music, great value"
서울 마포구 용강동 494-29,FD6,음식점,"음식점 > 한식 > 해물,생선 > 장어",,12999221,02-711-4480,풍천장어,http://place.map.kakao.com/12999221,서울 마포구 토정로 253,126.93869241066136,37.54356447767714,"authentic, comfort food, family-friendly"
서울 마포구 용강동 494-16,FD6,음식점,"음식점 > 간식 > 제과,베이커리",,72662896,010-9647-5521,민트케이크,http://place.map.kakao.com/72662896,서울 마포구 토정로25길 11,126.939385900375,37.5437531445443,", romantic, fast service"
서울 마포구 대흥동 801-5,FD6,음식점,음식점 > 한식,,785271109,,소나무,http://place.map.kakao.com/785271109,서울 마포구 대흥로14길 12,126.93960579501628,37.54469390041177,"authentic, comfort food, great value"
서울 마포구 용강동 494-22,FD6,음식점,음식점 > 양식,,706630325,02-715-6436,오헨,http://place.map.kakao.com/706630325,서울 마포구 토정로27길 23,126.93971765309,37.5434965295624,", outdoor seating, romantic"
서울 마포구 신수동 62-18,FD6,음식점,"음식점 > 간식 > 제과,베이커리",,1170755892,070-4010-9155,스위즈,http://place.map.kakao.com/1170755892,서울 마포구 대흥로 41,126.93866670824,37.5445510585127,", romantic, vegetarian options"
서울 마포구 대흥동 801-3,FD6,음식점,"음식점 > 간식 > 떡,한과",,2065711899,0507-1382-4696,물랑드리리,http://place.map.kakao.com/2065711899,서울 마포구 토정로25길 21,126.9396164704076,37.54408483040738,", fast service, romantic"
서울 마포구 대흥동 801-14,FD6,음식점,음식점 > 한식,,833773091,02-714-8377,맛으로식당,http://place.map.kakao.com/833773091,서울 마포구 대흥로8길 15,126.939533900644,37.5440424411908,"authentic, comfort food, outdoor seating"
서울 마포구 대흥동 801-12,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",,14749547,02-715-1158,총각수산 마포점,http://place.map.kakao.com/14749547,서울 마포구 대흥로8길 5,126.93886507259415,37.54413489974172,"authentic, comfort food, great value"
서울 마포구 용강동 494-40,FD6,음식점,"음식점 > 술집 > 호프,요리주점",,1822600623,02-777-8255,잔비어스,http://place.map.kakao.com/1822600623,서울 마포구 토정로 261,126.93939888645,37.5430873126868,"casual, drinks, nightlife"
서울 마포구 용강동 494-40,FD6,음식점,음식점 > 술집,,158545619,02-777-8255,잔잔잔,http://place.map.kakao.com/158545619,서울 마포구 토정로 261,126.939380794115,37.5430719864106,", family-friendly, outdoor seating"
서울 마포구 용강동 494-66,FD6,음식점,"음식점 > 간식 > 떡,한과",,179201157,,희연담,http://place.map.kakao.com/179201157,서울 마포구 대흥로6길 4,126.93821076679,37.5430821919752,", great value, family-friendly"
서울 마포구 신수동 288-9,FD6,음식점,"음식점 > 한식 > 육류,고기",,1008520284,02-701-0210,신수로,http://place.map.kakao.com/1008520284,서울 마포구 토정로 221,126.93561336153456,37.544986417699285,"authentic, comfort food, outdoor seating"
서울 마포구 신수동 288-8,FD6,음식점,"음식점 > 간식 > 제과,베이커리",,9212744,02-717-8221,장순민과자점,http://place.map.kakao.com/9212744,서울 마포구 토정로 219,126.93525125529004,37.54498892269853,", great value, fast service"
서울 마포구 신수동 399,FD6,음식점,음식점 > 술집,,1962982616,02-706-6459,톤 아날로그,http://place.map.kakao.com/1962982616,서울 마포구 토정로17길 8,126.935856655503,37.5449802431139,", great value, vegetarian options"
서울 마포구 신수동 300,FD6,음식점,음식점 > 한식,,1826580396,070-5100-1100,신수밥상,http://place.map.kakao.com/1826580396,서울 마포구 토정로17길 25,126.93575185394457,37.54579198627161,"authentic, comfort food, great value"
서울 마포구 대흥동 337-62,FD6,음식점,"음식점 > 한식 > 해물,생선",,15963187,02-706-5454,군자네,http://place.map.kakao.com/15963187,서울 마포구 대흥로 53,126.939501022861,37.5455200629511,"authentic, comfort food, live music"
서울 마포구 대흥동 337-23,FD6,음식점,음식점 > 기사식당,,21410532,,풍년기사님식당,http://place.map.kakao.com/21410532,서울 마포구 대흥로 54,126.939786573075,37.5450336694064,", fast service, family-friendly"
서울 마포구 신수동 52-1,FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",,25116604,02-704-3353,행복한마포횟집,http://place.map.kakao.com/25116604,서울 마포구 독막로32길 4,126.938703214046,37.5469540417864,"authentic, comfort food, live music"
서울 마포구 대흥동 337-7,FD6,음식점,음식점 > 한식 > 국수,,670226941,02-3272-3373,한창희천하일면 마포점,http://place.map.kakao.com/670226941,서울 마포구 대흥로 57,126.9397769333819,37.5457634737236,"authentic, comfort food, family-friendly"
서울 마포구 신수동 42-5,FD6,음식점,음식점 > 양식,,1893522279,,뀌노이,http://place.map.kakao.com/1893522279,서울 마포구 독막로34길 22,126.93931253735,37.5463128453271,", vegetarian options, great value"
서울 마포구 신수동 41-8,FD6,음식점,음식점 > 양식 > 피자,,1620087875,02-713-9995,미드타운 피자,http://place.map.kakao.com/1620087875,서울 마포구 독막로34길 14,126.939753852091,37.5463220813016,", romantic, great value"
서울 마포구 신수동 250-17,FD6,음식점,음식점 > 분식 > 떡볶이,,1529929184,02-706-0738,원조마포떡볶이,http://place.map.kakao.com/1529929184,서울 마포구 대흥로9길 24,126.937729368837,37.5450326024743,", fast service, vegetarian options"
서울 마포구 대흥동 337-62,FD6,음식점,음식점 > 한식,,76276495,02-701-1014,강릉초당짬뽕순두부 대흥점,http://place.map.kakao.com/76276495,서울 마포구 대흥로 53,126.939521387713,37.5455245783783,"authentic, comfort food, romantic"
서울 마포구 신수동 39-2,FD6,음식점,음식점 > 중식 > 중국요리,,9672649,02-713-8282,국빈,http://place.map.kakao.com/9672649,서울 마포구 독막로 240,126.940084008125,37.546659222871,", family-friendly, live music"
서울 마포구 대흥동 337-20,FD6,음식점,"음식점 > 일식 > 돈까스,우동",,19013787,,지니돈까스모밀,http://place.map.kakao.com/19013787,서울 마포구 대흥로 52,126.939582883666,37.545040773358,", family-friendly, outdoor seating"
서울 마포구 대흥동 337-7,FD6,음식점,음식점 > 한식,,591234449,02-714-4888,아차산 매운떡볶이,http://place.map.kakao.com/591234449,서울 마포구 대흥로 57,126.939789361993,37.5457869060355,"authentic, comfort food, outdoor seating"
서울 마포구 신수동 41-6,FD6,음식점,음식점 > 한식,,1291839215,02-3143-0700,죽이랑 밥이랑,http://place.map.kakao.com/1291839215,서울 마포구 독막로34길 8,126.939916713546,37.5464320861482,"authentic, comfort food, romantic"
서울 마포구 신수동 43,FD6,음식점,음식점 > 구내식당,,26053999,02-705-7616,마포세무서 구내식당,http://place.map.kakao.com/26053999,서울 마포구 독막로 234,126.939495689682,37.546518367063,", fast service, romantic"
서울 마포구 신수동 62-42,FD6,음식점,"음식점 > 간식 > 제과,베이커리",,1765134171,010-4155-7739,쩨리네,http://place.map.kakao.com/1765134171,서울 마포구 대흥로11길 9,126.938704731567,37.5451006877291,", vegetarian options, romantic"
서울 마포구 대흥동 337-7,FD6,음식점,음식점 > 치킨,,27281548,,왕노가리치킨,http://place.map.kakao.com/27281548,서울 마포구 대흥로 55,126.93971815400177,37.545685056817824,", live music, outdoor seating"
서울 마포구 신수동 232,FD6,음식점,"음식점 > 간식 > 제과,베이커리",,785925295,070-8985-8286,아르젠또베이킹스튜디오,http://place.map.kakao.com/785925295,서울 마포구 독막로32길 22,126.938458181031,37.5463151061437,", romantic, vegetarian options"
서울 마포구 신수동 42-7,FD6,음식점,음식점 > 치킨,,14512114,,나라라파닭치킨 신수동점,http://place.map.kakao.com/14512114,서울 마포구 독막로32길 15,126.938862068417,37.5464279408123,", family-friendly, vegetarian options"
서울 마포구 창전동 308-1,FD6,음식점,음식점 > 분식 > 떡볶이 > 동대문엽기떡볶이,,1636839747,02-337-8592,동대문엽기떡볶이 광흥창점,http://place.map.kakao.com/1636839747,서울 마포구 독막로 153,126.9303637146848,37.54770896013928,", live music, fast service"
서울 마포구 창전동 302,FD6,음식점,음식점 > 분식,,632992362,02-332-5352,7번가분식,http://place.map.kakao.com/632992362,서울 마포구 독막로 147-6,126.930215371388,37.5478178933993,", family-friendly, romantic"
서울 마포구 창전동 448,FD6,음식점,음식점 > 한식,,7908907,02-717-4557,산굼부리,http://place.map.kakao.com/7908907,서울 마포구 서강로 53,126.93127182555378,37.5483374882241,"authentic, comfort food, vegetarian options"
서울 마포구 창전동 444,FD6,음식점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,,816139105,02-325-0310,배스킨라빈스 광흥창역점,http://place.map.kakao.com/816139105,서울 마포구 서강로 55,126.9313600171413,37.548419530391634,", fast service, live music"
서울 마포구 창전동 283,FD6,음식점,"음식점 > 한식 > 육류,고기",,1591330944,02-332-6463,한우광장,http://place.map.kakao.com/1591330944,서울 마포구 서강로 59,126.93143229928192,37.54857454413618,"authentic, comfort food, vegetarian options"
서울 마포구 창전동 99-3,FD6,음식점,음식점 > 한식,,13293725,02-323-7098,옛날무쇠가마솥,http://place.map.kakao.com/13293725,서울 마포구 서강로1길 12-5,126.931033619761,37.5489500283282,"authentic, comfort food, fast service"
서울 마포구 창전동 308-2,FD6,음식점,음식점 > 치킨 > 후라이드참잘하는집,,1079606684,02-336-6668,후라이드참잘하는집 서강대점,http://place.map.kakao.com/1079606684,서울 마포구 독막로 151,126.930265286777,37.5476845750882,", great value, fast service"
서울 마포구 창전동 444,FD6,음식점,음식점 > 양식 > 햄버거 > 프랭크버거,,881383098,02-336-9222,프랭크버거 마포광흥창역점,http://place.map.kakao.com/881383098,서울 마포구 서강로 55,126.93138382011578,37.548377197293775,", fast service, vegetarian options"
서울 마포구 창전동 237,FD6,음식점,"음식점 > 한식 > 해물,생선",,262144144,02-323-7292,쭈앤쭈 광흥창역점,http://place.map.kakao.com/262144144,서울 마포구 서강로 46,126.931601080321,37.5471519651743,"authentic, comfort food, fast service"
서울 마포구 창전동 300-2,FD6,음식점,음식점 > 중식,,1064647443,02-336-7566,리리향,http://place.map.kakao.com/1064647443,,126.930286565109,37.5479233522925,", live music, fast service"
서울 마포구 창전동 302,FD6,음식점,음식점 > 치킨 > 치킨뱅이,,13062352,02-338-1999,치킨뱅이 광흥창역점,http://place.map.kakao.com/13062352,서울 마포구 독막로 147-6,126.930188232737,37.5477962533902,", great value, fast service"
서울 마포구 창전동 108-3,FD6,음식점,음식점 > 분식,,27288558,02-6166-3347,맛있는집소풍 창전점,http://place.map.kakao.com/27288558,서울 마포구 서강로1길 12-6,126.931219274056,37.5488780567388,", fast service, live music"
서울 마포구 창전동 283,FD6,음식점,"음식점 > 한식 > 육류,고기",,561440749,02-332-6463,광장,http://place.map.kakao.com/561440749,서울 마포구 서강로 59,126.93140967000718,37.54857092699932,"authentic, comfort food, vegetarian options"
서울 마포구 창전동 444,FD6,음식점,음식점 > 간식 > 닭강정 > 가마로강정,,1869940805,02-332-7292,가마로강정 광흥창점,http://place.map.kakao.com/1869940805,서울 마포구 서강로 55,126.93137805956512,37.54848891776645,", live music, vegetarian options"
서울 마포구 창전동 302,FD6,음식점,음식점 > 한식,,697937415,02-701-3733,화성갈비,http://place.map.kakao.com/697937415,서울 마포구 독막로 147-6,126.93020516414938,37.547842214329705,"authentic, comfort food, romantic"
서울 마포구 창전동 316-2,FD6,음식점,"음식점 > 간식 > 떡,한과",,3578597,,정성스레빚은떡,http://place.map.kakao.com/3578597,서울 마포구 독막로 156,126.930837073878,37.5473371258887,", fast service, live music"
서울 마포구 창전동 444,FD6,음식점,음식점 > 간식 > 아이스크림 > 응응스크르,,777993299,,응응스크르 서울창전점,http://place.map.kakao.com/777993299,서울 마포구 독막로 147-7,126.930031793352,37.5480916883433,", live music, great value"
