address_name,category_name,place_name,x,y,tags,category,cozy,cheep,walk,friend
서울 마포구 신수동 380-9,음식점 > 분식,김밥천국 신수사거리점,126.93408804803389,37.544929714208216,", family-friendly, great value",[' 분식'],"[0.14834175, 0.3696603, 0.14853188, 0.0054987967]","[-0.0036287755, 0.18824443, 0.1500135, 0.16450217]","[0.09837278, 0.13068762, 0.15217099, 0.014076366]","[0.4891515, 0.19484729, 0.18838301, 0.0307622]"
서울 마포구 현석동 47,음식점 > 분식 > 떡볶이 > 응급실국물떡볶이,응급실국물떡볶이 서울광흥창역점,126.934379645142,37.5440369864352,", romantic, great value","[' 분식 ', ' 떡볶이 ', ' 응급실국물떡볶이']","[0.35158497, 0.14853188, 0.0054987967]","[0.028207535, 0.1500135, 0.16450217]","[0.06528326, 0.15217099, 0.014076366]","[0.27855042, 0.18838301, 0.0307622]"
서울 마포구 신수동 387-3,음식점 > 한식,바위드,126.93479649172691,37.54484000761059,"authentic, comfort food, great value",[' 한식'],"[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 구수동 41-4,음식점 > 한식 > 국수 > 칼국수,강나루칼국수,126.932884072893,37.5449074120583,"authentic, comfort food, vegetarian options","[' 한식 ', ' 국수 ', ' 칼국수']","[0.18852618, 0.30283868, 0.1538816, 0.13680255, 0.023920046]","[0.12735711, 0.11346475, 0.22343624, 0.1363306, 0.046348408]","[0.017013624, 0.1585826, 0.15315904, 0.13114232, 0.04468237]","[0.08109746, 0.17046574, 0.020275917, 0.19798598, 0.029084]"
서울 마포구 창전동 442,"음식점 > 한식 > 육류,고기 > 불고기,두루치기",옛맛서울불고기 (2024년 5월 예정),126.93171107308716,37.54690335317688,"authentic, comfort food, romantic","[' 한식 ', ' 육류,고기 ', ' 불고기,두루치기']","[0.18852618, 0.30283868, 0.1538816, 0.35158497]","[0.12735711, 0.11346475, 0.22343624, 0.028207535]","[0.017013624, 0.1585826, 0.15315904, 0.06528326]","[0.08109746, 0.17046574, 0.020275917, 0.27855042]"
서울 마포구 구수동 57-9,음식점 > 중식 > 중국요리,화련,126.932380492144,37.5461937513285,", great value, family-friendly","[' 중식 ', ' 중국요리']","[0.14853188, 0.0054987967, 0.14834175, 0.3696603]","[0.1500135, 0.16450217, -0.0036287755, 0.18824443]","[0.15217099, 0.014076366, 0.09837278, 0.13068762]","[0.18838301, 0.0307622, 0.4891515, 0.19484729]"
서울 마포구 창전동 150-15,음식점 > 치킨,네오치킨&펍,126.931869274561,37.5459051378214,", family-friendly, fast service",[' 치킨'],"[0.14834175, 0.3696603, 0.12594959, 0.030159144]","[-0.0036287755, 0.18824443, 0.19303492, 0.025797103]","[0.09837278, 0.13068762, 0.03325261, 0.11640163]","[0.4891515, 0.19484729, 0.06442577, 0.060200844]"
서울 마포구 구수동 68-32,음식점 > 중식 > 중국요리,삼보성,126.931910696838,37.545151926552,", romantic, family-friendly","[' 중식 ', ' 중국요리']","[0.35158497, 0.14834175, 0.3696603]","[0.028207535, -0.0036287755, 0.18824443]","[0.06528326, 0.09837278, 0.13068762]","[0.27855042, 0.4891515, 0.19484729]"
서울 마포구 창전동 442,"음식점 > 한식 > 육류,고기 > 족발,보쌈",이가족발,126.9318688416,37.5463808649925,"authentic, comfort food, live music","[' 한식 ', ' 육류,고기 ', ' 족발,보쌈']","[0.18852618, 0.30283868, 0.1538816, 0.12957309, 0.13517678]","[0.12735711, 0.11346475, 0.22343624, 0.12981042, 0.088141754]","[0.017013624, 0.1585826, 0.15315904, 0.27513772, 0.09911163]","[0.08109746, 0.17046574, 0.020275917, 0.091147065, 0.10163056]"
서울 마포구 구수동 60,음식점 > 아시아음식 > 동남아음식 > 샤브향,샤브향 서울광흥창역점,126.93240459891456,37.54581354358349,"exotic, flavorful, spicy","[' 아시아음식 ', ' 동남아음식 ', ' 샤브향']","[0.23878402, 0.1916009, 0.23361094]","[0.23001745, 0.16088325, 0.18067366]","[0.038818747, 0.034671098, 0.028955176]","[0.071274735, 0.07216534, 0.14915049]"
서울 마포구 구수동 57-3,음식점 > 양식 > 피자 > 피자헛,피자헛 신수점,126.932199838763,37.5457503562658,", outdoor seating, vegetarian options","[' 양식 ', ' 피자 ', ' 피자헛']","[0.2247931, 0.299782, 0.13680255, 0.023920046]","[0.0008684322, 0.010771206, 0.1363306, 0.046348408]","[0.1381198, 0.13605465, 0.13114232, 0.04468237]","[0.0041337293, -0.032304913, 0.19798598, 0.029084]"
서울 마포구 구수동 57-7,"음식점 > 한식 > 육류,고기",차돌집,126.932479922791,37.5463595920202,"authentic, comfort food, great value","[' 한식 ', ' 육류,고기']","[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 창전동 442,"음식점 > 한식 > 해물,생선 > 회",푸른마음횟집김배달&청해수산,126.931928907933,37.546279987760336,"authentic, comfort food, family-friendly","[' 한식 ', ' 해물,생선 ', ' 회']","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 구수동 68-24,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",뚜레쥬르 구수동점,126.932028285965,37.5452565101871,", family-friendly, live music","[' 간식 ', ' 제과,베이커리 ', ' 뚜레쥬르']","[0.14834175, 0.3696603, 0.12957309, 0.13517678]","[-0.0036287755, 0.18824443, 0.12981042, 0.088141754]","[0.09837278, 0.13068762, 0.27513772, 0.09911163]","[0.4891515, 0.19484729, 0.091147065, 0.10163056]"
서울 마포구 창전동 442,"음식점 > 간식 > 떡,한과",연홍떡방,126.931999661471,37.546871083764,", family-friendly, great value","[' 간식 ', ' 떡,한과']","[0.14834175, 0.3696603, 0.14853188, 0.0054987967]","[-0.0036287755, 0.18824443, 0.1500135, 0.16450217]","[0.09837278, 0.13068762, 0.15217099, 0.014076366]","[0.4891515, 0.19484729, 0.18838301, 0.0307622]"
서울 마포구 구수동 57-11,음식점 > 치킨,참참치킨 구수점,126.932312746469,37.5460279287153,", live music, outdoor seating",[' 치킨'],"[0.12957309, 0.13517678, 0.2247931, 0.299782]","[0.12981042, 0.088141754, 0.0008684322, 0.010771206]","[0.27513772, 0.09911163, 0.1381198, 0.13605465]","[0.091147065, 0.10163056, 0.0041337293, -0.032304913]"
서울 마포구 창전동 442,음식점 > 한식 > 국밥,열정국밥,126.932157035144,37.5467819754055,"authentic, comfort food, fast service","[' 한식 ', ' 국밥']","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 구수동 57-3,"음식점 > 한식 > 해물,생선",황금쭈꾸미삼겹살,126.93220435858,37.5457575668526,"authentic, comfort food, outdoor seating","[' 한식 ', ' 해물,생선']","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 창전동 152-4,음식점 > 샐러드,샐러드박스 마포광흥창점,126.93239849836748,37.54630368350286,", live music, vegetarian options",[' 샐러드'],"[0.12957309, 0.13517678, 0.13680255, 0.023920046]","[0.12981042, 0.088141754, 0.1363306, 0.046348408]","[0.27513772, 0.09911163, 0.13114232, 0.04468237]","[0.091147065, 0.10163056, 0.19798598, 0.029084]"
서울 마포구 구수동 57-10,음식점 > 술집 > 오뎅바 > 투다리,투다리 광흥창점,126.932326237588,37.5461252443308,", great value, vegetarian options","[' 술집 ', ' 오뎅바 ', ' 투다리']","[0.14853188, 0.0054987967, 0.13680255, 0.023920046]","[0.1500135, 0.16450217, 0.1363306, 0.046348408]","[0.15217099, 0.014076366, 0.13114232, 0.04468237]","[0.18838301, 0.0307622, 0.19798598, 0.029084]"
서울 마포구 창전동 442,음식점 > 술집,덩크비어,126.93197743549057,37.54642417554458,", great value, family-friendly",[' 술집'],"[0.14853188, 0.0054987967, 0.14834175, 0.3696603]","[0.1500135, 0.16450217, -0.0036287755, 0.18824443]","[0.15217099, 0.014076366, 0.09837278, 0.13068762]","[0.18838301, 0.0307622, 0.4891515, 0.19484729]"
서울 마포구 구수동 68-32,음식점 > 한식,서강팔경,126.931912957534,37.5451546308527,"authentic, comfort food, live music",[' 한식'],"[0.18852618, 0.30283868, 0.1538816, 0.12957309, 0.13517678]","[0.12735711, 0.11346475, 0.22343624, 0.12981042, 0.088141754]","[0.017013624, 0.1585826, 0.15315904, 0.27513772, 0.09911163]","[0.08109746, 0.17046574, 0.020275917, 0.091147065, 0.10163056]"
서울 마포구 창전동 442,음식점 > 한식 > 국수,독도얼큰이 마포점,126.932098182862,37.5467918525646,"authentic, comfort food, family-friendly","[' 한식 ', ' 국수']","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 창전동 442,"음식점 > 한식 > 해물,생선 > 회",물회한,126.93146463014487,37.54663381175419,"authentic, comfort food, vegetarian options","[' 한식 ', ' 해물,생선 ', ' 회']","[0.18852618, 0.30283868, 0.1538816, 0.13680255, 0.023920046]","[0.12735711, 0.11346475, 0.22343624, 0.1363306, 0.046348408]","[0.017013624, 0.1585826, 0.15315904, 0.13114232, 0.04468237]","[0.08109746, 0.17046574, 0.020275917, 0.19798598, 0.029084]"
서울 마포구 창전동 150-33,음식점 > 간식 > 토스트,에그2000 마포점,126.93162391736,37.5456887562526,", fast service, vegetarian options","[' 간식 ', ' 토스트']","[0.12594959, 0.030159144, 0.13680255, 0.023920046]","[0.19303492, 0.025797103, 0.1363306, 0.046348408]","[0.03325261, 0.11640163, 0.13114232, 0.04468237]","[0.06442577, 0.060200844, 0.19798598, 0.029084]"
서울 마포구 창전동 442,음식점 > 양식 > 피자,보르도피자,126.932001936135,37.5468584710908,", family-friendly, great value","[' 양식 ', ' 피자']","[0.14834175, 0.3696603, 0.14853188, 0.0054987967]","[-0.0036287755, 0.18824443, 0.1500135, 0.16450217]","[0.09837278, 0.13068762, 0.15217099, 0.014076366]","[0.4891515, 0.19484729, 0.18838301, 0.0307622]"
서울 마포구 현석동 1-24,음식점 > 뷔페 > 한식뷔페,밤섬한식부페,126.933418018509,37.5450843101533,"authentic, comfort food, family-friendly","[' 뷔페 ', ' 한식뷔페']","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 구수동 16-4,음식점 > 술집,시방,126.932820209582,37.5467201856464,", vegetarian options, romantic",[' 술집'],"[0.13680255, 0.023920046, 0.35158497]","[0.1363306, 0.046348408, 0.028207535]","[0.13114232, 0.04468237, 0.06528326]","[0.19798598, 0.029084, 0.27855042]"
서울 마포구 구수동 44-1,"음식점 > 한식 > 육류,고기 > 삼겹살",노박구,126.93304199435404,37.54546522012644,"authentic, comfort food, family-friendly","[' 한식 ', ' 육류,고기 ', ' 삼겹살']","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 구수동 76-1,음식점 > 중식 > 중국요리,마포장,126.93258960093524,37.54519916802042,", great value, outdoor seating","[' 중식 ', ' 중국요리']","[0.14853188, 0.0054987967, 0.2247931, 0.299782]","[0.1500135, 0.16450217, 0.0008684322, 0.010771206]","[0.15217099, 0.014076366, 0.1381198, 0.13605465]","[0.18838301, 0.0307622, 0.0041337293, -0.032304913]"
서울 마포구 신수동 381-11,음식점 > 술집,팔팔,126.934730615439,37.5451210829342,", outdoor seating, romantic",[' 술집'],"[0.2247931, 0.299782, 0.35158497]","[0.0008684322, 0.010771206, 0.028207535]","[0.1381198, 0.13605465, 0.06528326]","[0.0041337293, -0.032304913, 0.27855042]"
서울 마포구 구수동 56-9,"음식점 > 술집 > 호프,요리주점",튀기리,126.932615354142,37.5467597128692,"casual, drinks, nightlife","[' 술집 ', ' 호프,요리주점']","[0.31494403, 0.1876635, 0.24025336]","[0.15254483, 0.15667692, 0.04578554]","[0.12575321, 0.12686093, 0.067495026]","[0.10456642, 0.10628282, 0.10641015]"
서울 마포구 구수동 60,음식점 > 분식 > 떡볶이,뽀글보글,126.93257450496677,37.54562713393526,", fast service, great value","[' 분식 ', ' 떡볶이']","[0.12594959, 0.030159144, 0.14853188, 0.0054987967]","[0.19303492, 0.025797103, 0.1500135, 0.16450217]","[0.03325261, 0.11640163, 0.15217099, 0.014076366]","[0.06442577, 0.060200844, 0.18838301, 0.0307622]"
서울 마포구 현석동 1-9,음식점 > 한식 > 한정식,세양,126.933603680103,37.544990710789,"authentic, comfort food, outdoor seating","[' 한식 ', ' 한정식']","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 구수동 76-1,음식점 > 한식,한식마당,126.93262580980507,37.54520099068354,"authentic, comfort food, live music",[' 한식'],"[0.18852618, 0.30283868, 0.1538816, 0.12957309, 0.13517678]","[0.12735711, 0.11346475, 0.22343624, 0.12981042, 0.088141754]","[0.017013624, 0.1585826, 0.15315904, 0.27513772, 0.09911163]","[0.08109746, 0.17046574, 0.020275917, 0.091147065, 0.10163056]"
서울 마포구 구수동 44-1,음식점 > 한식,훈이네식탁,126.932998978114,37.5454832157069,"authentic, comfort food, fast service",[' 한식'],"[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 구수동 16-1,"음식점 > 한식 > 육류,고기",서강한우촌,126.932900365878,37.5469292629446,"authentic, comfort food, great value","[' 한식 ', ' 육류,고기']","[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 신수동 404-2,음식점 > 퓨전요리 > 퓨전한식,양송이식당,126.936125133118,37.5446353059805,"authentic, comfort food, fast service","[' 퓨전요리 ', ' 퓨전한식']","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 신수동 421-2,음식점 > 일식,커츠,126.936835735914,37.5446627182009,", family-friendly, live music",[' 일식'],"[0.14834175, 0.3696603, 0.12957309, 0.13517678]","[-0.0036287755, 0.18824443, 0.12981042, 0.088141754]","[0.09837278, 0.13068762, 0.27513772, 0.09911163]","[0.4891515, 0.19484729, 0.091147065, 0.10163056]"
서울 마포구 신수동 406,"음식점 > 한식 > 육류,고기",토림촌,126.936279078707,37.5445741212105,"authentic, comfort food, live music","[' 한식 ', ' 육류,고기']","[0.18852618, 0.30283868, 0.1538816, 0.12957309, 0.13517678]","[0.12735711, 0.11346475, 0.22343624, 0.12981042, 0.088141754]","[0.017013624, 0.1585826, 0.15315904, 0.27513772, 0.09911163]","[0.08109746, 0.17046574, 0.020275917, 0.091147065, 0.10163056]"
서울 마포구 현석동 225,음식점 > 치킨 > 굽네치킨,굽네치킨 신수점,126.93603658744432,37.543642356899845,", vegetarian options, fast service","[' 치킨 ', ' 굽네치킨']","[0.13680255, 0.023920046, 0.12594959, 0.030159144]","[0.1363306, 0.046348408, 0.19303492, 0.025797103]","[0.13114232, 0.04468237, 0.03325261, 0.11640163]","[0.19798598, 0.029084, 0.06442577, 0.060200844]"
서울 마포구 현석동 225,음식점 > 분식,홍대김밥,126.93619838897553,37.54365505842253,", great value, fast service",[' 분식'],"[0.14853188, 0.0054987967, 0.12594959, 0.030159144]","[0.1500135, 0.16450217, 0.19303492, 0.025797103]","[0.15217099, 0.014076366, 0.03325261, 0.11640163]","[0.18838301, 0.0307622, 0.06442577, 0.060200844]"
서울 마포구 신수동 448-8,"음식점 > 간식 > 제과,베이커리",신수동작은빵집,126.93578592196,37.544332386282,", romantic, fast service","[' 간식 ', ' 제과,베이커리']","[0.35158497, 0.12594959, 0.030159144]","[0.028207535, 0.19303492, 0.025797103]","[0.06528326, 0.03325261, 0.11640163]","[0.27855042, 0.06442577, 0.060200844]"
서울 마포구 신수동 448-2,음식점 > 분식,해오름김밥,126.935924893913,37.5445784345491,", outdoor seating, great value",[' 분식'],"[0.2247931, 0.299782, 0.14853188, 0.0054987967]","[0.0008684322, 0.010771206, 0.1500135, 0.16450217]","[0.1381198, 0.13605465, 0.15217099, 0.014076366]","[0.0041337293, -0.032304913, 0.18838301, 0.0307622]"
서울 마포구 신수동 448-23,"음식점 > 한식 > 육류,고기 > 갈비",고향식당,126.935559453887,37.5445124627488,"authentic, comfort food, outdoor seating","[' 한식 ', ' 육류,고기 ', ' 갈비']","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 신수동 448-8,음식점 > 양식,테이블7,126.93578592196,37.544332386282,", family-friendly, romantic",[' 양식'],"[0.14834175, 0.3696603, 0.35158497]","[-0.0036287755, 0.18824443, 0.028207535]","[0.09837278, 0.13068762, 0.06528326]","[0.4891515, 0.19484729, 0.27855042]"
서울 마포구 신수동 288-9,음식점 > 한식,팜앤라이프 키친앤그로서리,126.93568695568798,37.54493780385295,"authentic, comfort food, family-friendly",[' 한식'],"[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 신수동 447-1,음식점 > 치킨,넘버원위드치킨,126.935722220143,37.5447215832647,", live music, fast service",[' 치킨'],"[0.12957309, 0.13517678, 0.12594959, 0.030159144]","[0.12981042, 0.088141754, 0.19303492, 0.025797103]","[0.27513772, 0.09911163, 0.03325261, 0.11640163]","[0.091147065, 0.10163056, 0.06442577, 0.060200844]"
서울 마포구 신수동 447-1,음식점 > 간식,호떡나들이,126.93574145375176,37.54472519772934,", vegetarian options, great value",[' 간식'],"[0.13680255, 0.023920046, 0.14853188, 0.0054987967]","[0.1363306, 0.046348408, 0.1500135, 0.16450217]","[0.13114232, 0.04468237, 0.15217099, 0.014076366]","[0.19798598, 0.029084, 0.18838301, 0.0307622]"
서울 마포구 신수동 404-2,"음식점 > 한식 > 육류,고기 > 족발,보쌈",족발보쌈곱창맛있게하는집,126.936143256673,37.5446136918029,"authentic, comfort food, fast service","[' 한식 ', ' 육류,고기 ', ' 족발,보쌈']","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 신수동 448-9,음식점 > 뷔페,은혜 케터링,126.936261504435,37.5439506202714,", outdoor seating, fast service",[' 뷔페'],"[0.2247931, 0.299782, 0.12594959, 0.030159144]","[0.0008684322, 0.010771206, 0.19303492, 0.025797103]","[0.1381198, 0.13605465, 0.03325261, 0.11640163]","[0.0041337293, -0.032304913, 0.06442577, 0.060200844]"
서울 마포구 용강동 494-32,"음식점 > 한식 > 육류,고기",램랜드,126.9387750729966,37.54349244061807,"authentic, comfort food, fast service","[' 한식 ', ' 육류,고기']","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 대흥동 801-13,"음식점 > 일식 > 돈까스,우동",신촌즉석생우동,126.93872591481384,37.54410509463979,", fast service, vegetarian options","[' 일식 ', ' 돈까스,우동']","[0.12594959, 0.030159144, 0.13680255, 0.023920046]","[0.19303492, 0.025797103, 0.1363306, 0.046348408]","[0.03325261, 0.11640163, 0.13114232, 0.04468237]","[0.06442577, 0.060200844, 0.19798598, 0.029084]"
서울 마포구 용강동 494-41,"음식점 > 술집 > 호프,요리주점",이박사의신동막걸리,126.93950760951353,37.54297023850897,"casual, drinks, nightlife","[' 술집 ', ' 호프,요리주점']","[0.31494403, 0.1876635, 0.24025336]","[0.15254483, 0.15667692, 0.04578554]","[0.12575321, 0.12686093, 0.067495026]","[0.10456642, 0.10628282, 0.10641015]"
서울 마포구 대흥동 337-21,음식점 > 한식 > 곰탕,마포닭곰탕 본점,126.940040112382,37.5449509065005,"authentic, comfort food, romantic","[' 한식 ', ' 곰탕']","[0.18852618, 0.30283868, 0.1538816, 0.35158497]","[0.12735711, 0.11346475, 0.22343624, 0.028207535]","[0.017013624, 0.1585826, 0.15315904, 0.06528326]","[0.08109746, 0.17046574, 0.020275917, 0.27855042]"
서울 마포구 신수동 62-16,"음식점 > 한식 > 해물,생선",영광굴비정식,126.938668874683,37.5446690905291,"authentic, comfort food, fast service","[' 한식 ', ' 해물,생선']","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
