address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 마포구 노고산동 31-39,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,1913348746,,원픽홀,http://place.map.kakao.com/1913348746,서울 마포구 신촌로20길 22,126.938289766197,37.554316784104
서울 서대문구 창천동 20-25,CT1,문화시설,"문화,예술 > 문화시설 > 미술관",,401051337,,아트레온갤러리,http://place.map.kakao.com/401051337,서울 서대문구 신촌로 129,126.940329591355,37.5565631184003
서울 서대문구 창천동 57-41,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,702029358,,소이아트홀,http://place.map.kakao.com/702029358,서울 서대문구 연세로5나길 30-6,126.934787983881,37.5572034998119
서울 마포구 동교동 185-1,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,1841840264,02-332-9439,롤링스톤즈,http://place.map.kakao.com/1841840264,서울 마포구 신촌로 62,126.932679141465,37.5563607847768
서울 마포구 노고산동 54-46,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,1408849429,,지블레싱소극장,http://place.map.kakao.com/1408849429,서울 마포구 신촌로14길 24,126.933301623535,37.5550673057243
서울 서대문구 창천동 31-119,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,169366093,,신촌아리수스트로 공연장,http://place.map.kakao.com/169366093,,126.938883650671,37.5588004557742
서울 마포구 노고산동 56-76,CT1,문화시설,"문화,예술 > 문화시설 > 전시관",,1938227981,,디에이스튜디오,http://place.map.kakao.com/1938227981,서울 마포구 신촌로12길 35,126.932752938314,37.5548417451118
서울 마포구 노고산동 12-74,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,816520915,,얘기아트씨어터,http://place.map.kakao.com/816520915,,126.938815347885,37.5537476270607
서울 마포구 노고산동 33-22,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,7842241,02-718-3487,소통홀,http://place.map.kakao.com/7842241,서울 마포구 신촌로20길 19,126.938525056515,37.5544466505071
서울 마포구 동교동 186-15,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,324648683,,에프비소울하우스,http://place.map.kakao.com/324648683,서울 마포구 신촌로12길 26,126.932517167689,37.5552542674715
서울 마포구 노고산동 31-81,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,8205495,,극단예당,http://place.map.kakao.com/8205495,서울 마포구 백범로 5-1,126.93742534624654,37.55406404980246
서울 서대문구 창천동 20-25,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,1654168580,02-364-8900,아트레온 무빙온,http://place.map.kakao.com/1654168580,서울 서대문구 신촌로 129,126.940569533772,37.5565488234601
서울 서대문구 창천동 57-23,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,220235219,,와이어프레임,http://place.map.kakao.com/220235219,서울 서대문구 연세로5나길 8,126.935802165551,37.5570580940497
서울 마포구 노고산동 31-39,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,21106060,,볼륨일레븐,http://place.map.kakao.com/21106060,서울 마포구 신촌로20길 22,126.938325924673,37.5543852788199
서울 서대문구 창천동 18-3,CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",,8144168,,허둥홀,http://place.map.kakao.com/8144168,서울 서대문구 명물길 12-6,126.937712397823,37.5572681485961
