place_name,category_name,preference,latitude,longitude,address_name
샐러드박스 마포광흥창점,[],1.6350694747133687,37.54630368350286,126.93239849836748,서울 마포구 창전동 152-4
투다리 광흥창점,"['a bar', 'fish cake bar']",1.4034294236790048,37.5461252443308,126.932326237588,서울 마포구 구수동 57-10
덩크비어,['a bar'],1.5432981025088914,37.54642417554458,126.93197743549057,서울 마포구 창전동 442
서강팔경,['korean cuisine'],2.070282436284152,37.5451546308527,126.931912957534,서울 마포구 구수동 68-32
독도얼큰이 마포점,"['korean cuisine', 'noodle']",2.0010301628979765,37.5467918525646,126.932098182862,서울 마포구 창전동 442
물회한,"['korean cuisine', 'seafood', 'fish']",1.9402785865827041,37.54663381175419,126.93146463014487,서울 마포구 창전동 442
에그2000 마포점,"['snack', 'toast']",1.4333369845016437,37.5456887562526,126.93162391736,서울 마포구 창전동 150-33
보르도피자,['form'],1.5432981025088914,37.5468584710908,126.932001936135,서울 마포구 창전동 442
밤섬한식부페,"['buffet', 'korean buffet']",2.0010301628979765,37.5450843101533,126.933418018509,서울 마포구 현석동 1-24
시방,['a bar'],1.164016617970033,37.5467201856464,126.932820209582,서울 마포구 구수동 16-4
노박구,"['korean cuisine', 'meat', 'meat', 'pork belly']",2.0010301628979765,37.54546522012644,126.93304199435404,서울 마포구 구수동 44-1
마포장,"['chinese food', 'chinese cuisine']",1.2505169356411152,37.54519916802042,126.93258960093524,서울 마포구 구수동 76-1
팔팔,['a bar'],0.8950623399154707,37.5451210829342,126.934730615439,서울 마포구 신수동 381-11
튀기리,"['a bar', 'hope', 'a restaurant']",1.1590730893340977,37.5467597128692,126.932615354142,서울 마포구 구수동 56-9
뽀글보글,"['school food', 'stir-fried rice cake']",1.465034474161538,37.54562713393526,126.93257450496677,서울 마포구 구수동 60
세양,"['korean cuisine', ""korean table d'hote""]",1.858000022606416,37.544990710789,126.933603680103,서울 마포구 현석동 1-9
한식마당,[],2.070282436284152,37.54520099068354,126.93262580980507,서울 마포구 구수동 76-1
훈이네식탁,['korean cuisine'],1.9752583238211547,37.5454832157069,126.932998978114,서울 마포구 구수동 44-1
서강한우촌,"['korean cuisine', 'meat', 'meat']",1.9236717221953654,37.5469292629446,126.932900365878,서울 마포구 구수동 16-1
양송이식당,"['a fusion dish', 'fusion korean food']",1.9752583238211547,37.5446353059805,126.936125133118,서울 마포구 신수동 404-2
커츠,['a solar eclipse'],1.8089991344646974,37.5446627182009,126.936835735914,서울 마포구 신수동 421-2
토림촌,"['korean cuisine', 'meat', 'meat']",2.070282436284152,37.5445741212105,126.936279078707,서울 마포구 신수동 406
굽네치킨 신수점,['chicken'],1.4333369845016437,37.543642356899845,126.93603658744432,서울 마포구 현석동 225
홍대김밥,['school food'],1.465034474161538,37.54365505842253,126.93619838897553,서울 마포구 현석동 225
신수동작은빵집,"['snack', 'confectionery', 'bakery']",1.2604334296827966,37.544332386282,126.93578592196,서울 마포구 신수동 448-8
해오름김밥,['school food'],1.2505169356411152,37.5445784345491,126.935924893913,서울 마포구 신수동 448-2
고향식당,"['korean cuisine', 'meat', 'meat', 'rib']",1.858000022606416,37.5445124627488,126.935559453887,서울 마포구 신수동 448-23
테이블7,['form'],1.3630818474021824,37.544332386282,126.93578592196,서울 마포구 신수동 448-8
팜앤라이프 키친앤그로서리,['korean cuisine'],2.0010301628979765,37.54493780385295,126.93568695568798,서울 마포구 신수동 288-9
넘버원위드치킨,[],1.7405413513156502,37.5447215832647,126.935722220143,서울 마포구 신수동 447-1
호떡나들이,['snack'],1.4034294236790048,37.54472519772934,126.93574145375176,서울 마포구 신수동 447-1
족발보쌈곱창맛있게하는집,"['korean cuisine', 'meat', 'meat', 'pig hocks']",1.9752583238211547,37.5446136918029,126.936143256673,서울 마포구 신수동 404-2
은혜 케터링,['buffet'],1.3761238027702676,37.5439506202714,126.936261504435,서울 마포구 신수동 448-9
램랜드,"['korean cuisine', 'meat', 'meat']",1.9752583238211547,37.54349244061807,126.9387750729966,서울 마포구 용강동 494-32
신촌즉석생우동,"['a solar eclipse', 'pork cutlet']",1.4333369845016437,37.54410509463979,126.93872591481384,서울 마포구 대흥동 801-13
이박사의신동막걸리,"['a bar', 'hope', 'a restaurant']",1.1590730893340977,37.54297023850897,126.93950760951353,서울 마포구 용강동 494-41
마포닭곰탕 본점,['korean cuisine'],1.8825377242131665,37.5449509065005,126.940040112382,서울 마포구 대흥동 337-21
영광굴비정식,"['korean cuisine', 'seafood', 'fish']",1.9752583238211547,37.5446690905291,126.938668874683,서울 마포구 신수동 62-16
쌍마횟집,"['korean cuisine', 'seafood', 'fish', 'raw fish']",1.8825377242131665,37.54325923347023,126.93906833493774,서울 마포구 용강동 494-36
육도,"['korean cuisine', 'meat', 'meat']",1.9236717221953654,37.5430837040446,126.939389836999,서울 마포구 용강동 494-40
신수동국물떡볶이,['school food'],1.763488457690586,37.54493355819015,126.93785392441134,서울 마포구 신수동 250-19
풍천장어,"['korean cuisine', 'seafood', 'fish']",2.0010301628979765,37.54356447767714,126.93869241066136,서울 마포구 용강동 494-29
민트케이크,"['snack', 'confectionery', 'bakery']",1.2604334296827966,37.5437531445443,126.939385900375,서울 마포구 용강동 494-16
소나무,['korean cuisine'],1.9236717221953654,37.54469390041177,126.93960579501628,서울 마포구 대흥동 801-5
오헨,['form'],0.8950623399154707,37.5434965295624,126.93971765309,서울 마포구 용강동 494-22
스위즈,"['snack', 'confectionery', 'bakery']",1.164016617970033,37.5445510585127,126.93866670824,서울 마포구 신수동 62-18
물랑드리리,"['snack', 'rice cake', 'korean traditional cookie']",1.2604334296827966,37.54408483040738,126.9396164704076,서울 마포구 대흥동 801-3
맛으로식당,['korean cuisine'],1.858000022606416,37.5440424411908,126.939533900644,서울 마포구 대흥동 801-14
총각수산 마포점,"['korean cuisine', 'seafood', 'fish', 'raw fish']",1.9236717221953654,37.54413489974172,126.93886507259415,서울 마포구 대흥동 801-12
잔비어스,"['a bar', 'hope', 'a restaurant']",1.1590730893340977,37.5430873126868,126.93939888645,서울 마포구 용강동 494-40
잔잔잔,['a bar'],1.4429498503153975,37.5430719864106,126.939380794115,서울 마포구 용강동 494-40
희연담,"['snack', 'rice cake', 'korean traditional cookie']",1.5432981025088914,37.5430821919752,126.93821076679,서울 마포구 용강동 494-66
신수로,"['korean cuisine', 'meat', 'meat']",1.858000022606416,37.544986417699285,126.93561336153456,서울 마포구 신수동 288-9
장순민과자점,"['snack', 'confectionery', 'bakery']",1.465034474161538,37.54498892269853,126.93525125529004,서울 마포구 신수동 288-8
톤 아날로그,['a bar'],1.4034294236790048,37.5449802431139,126.935856655503,서울 마포구 신수동 399
신수밥상,['korean cuisine'],1.9236717221953654,37.54579198627161,126.93575185394457,서울 마포구 신수동 300
군자네,"['korean cuisine', 'seafood', 'fish']",2.070282436284152,37.5455200629511,126.939501022861,서울 마포구 대흥동 337-62
풍년기사님식당,"[""a chauffeur's restaurant""]",1.5180953352288766,37.5450336694064,126.939786573075,서울 마포구 대흥동 337-23
행복한마포횟집,"['korean cuisine', 'seafood', 'fish', 'raw fish']",2.070282436284152,37.5469540417864,126.938703214046,서울 마포구 신수동 52-1
한창희천하일면 마포점,"['korean cuisine', 'noodle']",2.0010301628979765,37.5457634737236,126.9397769333819,서울 마포구 대흥동 337-7
뀌노이,['form'],1.4034294236790048,37.5463128453271,126.93931253735,서울 마포구 신수동 42-5
미드타운 피자,['form'],1.300795085050843,37.5463220813016,126.939753852091,서울 마포구 신수동 41-8
원조마포떡볶이,['school food'],1.4333369845016437,37.5450326024743,126.937729368837,서울 마포구 신수동 250-17
강릉초당짬뽕순두부 대흥점,['korean cuisine'],1.8825377242131665,37.5455245783783,126.939521387713,서울 마포구 대흥동 337-62
국빈,"['chinese food', 'chinese cuisine']",1.8089991344646974,37.546659222871,126.940084008125,서울 마포구 신수동 39-2
지니돈까스모밀,"['a solar eclipse', 'pork cutlet', 'udon']",1.4429498503153975,37.545040773358,126.939582883666,서울 마포구 대흥동 337-20
아차산 매운떡볶이,['korean cuisine'],1.858000022606416,37.5457869060355,126.939789361993,서울 마포구 대흥동 337-7
죽이랑 밥이랑,['korean cuisine'],1.8825377242131665,37.5464320861482,126.939916713546,서울 마포구 신수동 41-6
마포세무서 구내식당,[],1.2604334296827966,37.546518367063,126.939495689682,서울 마포구 신수동 43
쩨리네,"['snack', 'confectionery', 'bakery']",1.164016617970033,37.5451006877291,126.938704731567,서울 마포구 신수동 62-42
왕노가리치킨,[],1.5787009030580526,37.545685056817824,126.93971815400177,서울 마포구 대흥동 337-7
아르젠또베이킹스튜디오,"['snack', 'confectionery', 'bakery']",1.164016617970033,37.5463151061437,126.938458181031,서울 마포구 신수동 232
나라라파닭치킨 신수동점,[],1.510926958647641,37.5464279408123,126.938862068417,서울 마포구 신수동 42-7
동대문엽기떡볶이 광흥창점,"['school food', 'stir-fried rice cake']",1.7405413513156502,37.54770896013928,126.9303637146848,서울 마포구 창전동 308-1
7번가분식,[],1.3630818474021824,37.5478178933993,126.930215371388,서울 마포구 창전동 302
산굼부리,['korean cuisine'],1.9402785865827041,37.5483374882241,126.93127182555378,서울 마포구 창전동 448
배스킨라빈스 광흥창역점,"['snack', 'ice cream']",1.7405413513156502,37.548419530391634,126.9313600171413,서울 마포구 창전동 444
한우광장,"['korean cuisine', 'meat', 'meat']",1.9402785865827041,37.54857454413618,126.93143229928192,서울 마포구 창전동 283
옛날무쇠가마솥,['korean cuisine'],1.9752583238211547,37.5489500283282,126.931033619761,서울 마포구 창전동 99-3
후라이드참잘하는집 서강대점,['chicken'],1.465034474161538,37.5476845750882,126.930265286777,서울 마포구 창전동 308-2
프랭크버거 마포광흥창역점,"['form', 'hamburger']",1.4333369845016437,37.548377197293775,126.93138382011578,서울 마포구 창전동 444
쭈앤쭈 광흥창역점,"['korean cuisine', 'seafood', 'fish']",1.9752583238211547,37.5471519651743,126.931601080321,서울 마포구 창전동 237
리리향,['chinese food'],1.7405413513156502,37.5479233522925,126.930286565109,서울 마포구 창전동 300-2
치킨뱅이 광흥창역점,['chicken'],1.465034474161538,37.5477962533902,126.930188232737,서울 마포구 창전동 302
맛있는집소풍 창전점,['school food'],1.7405413513156502,37.5488780567388,126.931219274056,서울 마포구 창전동 108-3
광장,"['korean cuisine', 'meat', 'meat']",1.9402785865827041,37.54857092699932,126.93140967000718,서울 마포구 창전동 283
가마로강정 광흥창점,"['snack', 'sweet and sour chicken']",1.6350694747133687,37.54848891776645,126.93137805956512,서울 마포구 창전동 444
화성갈비,['korean cuisine'],1.8825377242131665,37.547842214329705,126.93020516414938,서울 마포구 창전동 302
정성스레빚은떡,"['snack', 'rice cake', 'korean traditional cookie']",1.7405413513156502,37.5473371258887,126.930837073878,서울 마포구 창전동 316-2
응응스크르 서울창전점,"['snack', 'ice cream']",1.763488457690586,37.5480916883433,126.930031793352,서울 마포구 창전동 444
강남식당,['korean cuisine'],1.9402785865827041,37.5480738890685,126.930405245211,서울 마포구 창전동 295
길상,[],1.4034294236790048,37.5478323053567,126.930208568243,서울 마포구 창전동 302
마포손칼국수,"['korean cuisine', 'noodle']",1.858000022606416,37.5470949229722,126.932682948825,서울 마포구 구수동 56-6
화수목,"['chinese food', 'chinese cuisine']",1.510926958647641,37.5485655733039,126.933070906768,서울 마포구 신수동 103-4
갯배,"['korean cuisine', 'seafood', 'fish', 'raw fish']",2.0010301628979765,37.547156581084,126.933370911062,서울 마포구 구수동 8
도마다리뼈다귀전문점,"['korean cuisine', 'pork back-bone stew']",2.070282436284152,37.5471635405063,126.93293184091,서울 마포구 구수동 14
도미노피자 신촌점,"['form', 'pizza']",1.2773067439144308,37.5478050281105,126.932890527925,서울 마포구 구수동 2-3
남원추어탕,"['korean cuisine', 'seafood', 'fish']",1.858000022606416,37.5470205026687,126.934937174862,서울 마포구 신수동 353
오군수제돈까스 본점,"['a solar eclipse', 'pork cutlet', 'udon']",1.4333369845016437,37.5471964389417,126.933751096089,서울 마포구 신수동 341-1
이삭토스트 광흥창역점,"['snack', 'toast']",1.559005051173947,37.54723621215748,126.93398190917488,서울 마포구 신수동 339-4
BBQ 창전점,['chicken'],1.2773067439144308,37.54830059252927,126.93291724264792,서울 마포구 신수동 105-2
파리바게뜨 광흥창역점,"['snack', 'confectionery', 'bakery']",1.2505169356411152,37.54714272810093,126.93277456606909,서울 마포구 구수동 55
서강별찜,"['korean cuisine', 'seafood', 'fish', 'oh my god']",2.0010301628979765,37.5471105326015,126.93481035659,서울 마포구 신수동 351
속초착한코다리 신수본점,"['korean cuisine', 'seafood', 'fish']",1.9752583238211547,37.54710332336531,126.93480809965364,서울 마포구 신수동 351
사랑방,"['korean cuisine', 'seafood', 'fish']",1.9236717221953654,37.5471283520993,126.934448226635,서울 마포구 신수동 347
평창버섯매운칼국수,"['korean cuisine', 'noodle']",1.9752583238211547,37.547080776992,126.933158236438,서울 마포구 구수동 13-1
큰맘할매순대국 광흥창역점,"['korean cuisine', 'sundae']",1.9752583238211547,37.5471637379537,126.933280376041,서울 마포구 구수동 10-5
순정이네식당,['korean cuisine'],1.8825377242131665,37.5472617500717,126.934538638591,서울 마포구 신수동 339-10
죽이야기 광흥창역점,"['korean cuisine', 'porridge']",1.9402785865827041,37.5471382224652,126.932773438508,서울 마포구 구수동 55
티바두마리치킨 신수서강대점,['chicken'],1.2773067439144308,37.54719336880374,126.93470957128714,서울 마포구 신수동 350-1
하린지오뜨,"['snack', 'rice cake', 'korean traditional cookie']",1.4429498503153975,37.54842087899781,126.93372059012538,서울 마포구 신수동 453
훈돈,"['korean cuisine', 'meat', 'meat']",2.070282436284152,37.54717460105,126.933370895023,서울 마포구 구수동 8
프랑제리 피어 신촌점,"['snack', 'confectionery', 'bakery']",1.164016617970033,37.55011096972544,126.9318179170549,서울 마포구 창전동 450
놀부항아리갈비 광흥창점,"['buffet', 'meat buffet']",1.2773067439144308,37.5496244243465,126.931807043799,서울 마포구 창전동 15-4
광흥창뚝배기집,['korean cuisine'],1.9752583238211547,37.549071715896496,126.93112403860104,서울 마포구 창전동 102-1
풍천장어숯불구이,"['korean cuisine', 'seafood', 'fish']",1.9402785865827041,37.5495130415753,126.932400126547,서울 마포구 창전동 13-29
고려한방삼계탕,"['korean cuisine', 'meat', 'meat', 'a chicken dish']",1.8825377242131665,37.54931842018929,126.9323901175458,서울 마포구 창전동 14
피자몰투고 신촌PEER점,"['form', 'pizza']",1.5787009030580526,37.54957714073441,126.93106359636272,서울 마포구 창전동 450
장어의맛,"['korean cuisine', 'seafood', 'fish']",1.9752583238211547,37.5495130415753,126.932400126547,서울 마포구 창전동 13-29
시골갈비전문점,"['korean cuisine', 'meat', 'meat']",1.858000022606416,37.5495202495587,126.932400120037,서울 마포구 창전동 13-29
다올 돈까스,"['a solar eclipse', 'pork cutlet', 'udon']",1.300795085050843,37.5492637102284,126.931264185281,서울 마포구 창전동 103
프랑제리초콜릿CK,['snack'],1.763488457690586,37.54979994864341,126.9315126554106,서울 마포구 창전동 450
서강식당,['korean cuisine'],2.070282436284152,37.54933925636848,126.9325881359053,서울 마포구 창전동 13-39
교촌치킨 신수점,['chicken'],1.5180953352288766,37.54754936944806,126.93655718642354,서울 마포구 신수동 451
BHC치킨 신수서강대점,['chicken'],1.3630818474021824,37.54709035100554,126.93747757198308,서울 마포구 신수동 190
피자알볼로 마포점,"['form', 'pizza']",1.3761238027702676,37.5471262414114,126.937195771715,서울 마포구 신수동 190
미스터참치,"['a solar eclipse', 'tuna sashimi']",1.4333369845016437,37.5475458359094,126.936688456635,서울 마포구 신수동 451
용감한형제,"['a bar', 'hope', 'a restaurant']",1.1590730893340977,37.547565655445,126.936683913416,서울 마포구 신수동 451
롤앤롤 김밥,['school food'],1.4034294236790048,37.5486349896847,126.939841389401,서울 마포구 신수동 22-22
오복즉석떡볶이,['school food'],1.2505169356411152,37.54777260146816,126.93958181047178,서울 마포구 신수동 85-24
지호한방삼계탕 마포대흥역점,"['korean cuisine', 'meat', 'meat', 'a chicken dish']",1.9236717221953654,37.5472607317486,126.939381928701,서울 마포구 신수동 46-1
바른치킨 서강대R점,['chicken'],1.763488457690586,37.54900011237012,126.93851595027311,서울 마포구 신수동 85-5
박숙성,"['korean cuisine', 'meat', 'meat']",2.0010301628979765,37.54878484915125,126.938660976072,서울 마포구 신수동 85-9
기찻길,"['a bar', 'an indoor pavement wagon']",1.8089991344646974,37.5487200125358,126.938728927105,서울 마포구 신수동 85-11
하이포테이토,['form'],1.763488457690586,37.5488605000584,126.938597542585,서울 마포구 신수동 85-8
부산집 2호점,"['a bar', 'fish cake bar']",1.5180953352288766,37.5483813591198,126.938964582634,서울 마포구 신수동 85-15
오늘이라면,['school food'],1.300795085050843,37.5486349896847,126.939841389401,서울 마포구 신수동 22-22
스시모리지,"['a solar eclipse', 'sushi', 'roll']",1.5180953352288766,37.54769696331705,126.93967126920388,서울 마포구 신수동 85-28
츠키젠S,"['a solar eclipse', 'pork cutlet', 'udon']",1.4333369845016437,37.5477789061402,126.939577278913,서울 마포구 신수동 85-24
삼츈식당,['korean cuisine'],1.9752583238211547,37.5470868791635,126.937727660031,서울 마포구 신수동 190
고주파,"['a bar', 'hope', 'a restaurant']",1.1590730893340977,37.54865337153771,126.9387923529719,서울 마포구 신수동 85-12
코코가츠,"['a solar eclipse', 'pork cutlet', 'udon']",1.3761238027702676,37.5489508717497,126.939122547182,서울 마포구 신수동 10-2
브루어리304 경의숲길점,"['a bar', 'hope', 'a restaurant']",1.1590730893340977,37.5476993554476,126.939065852569,서울 마포구 신수동 49-21
문래돼지불백 신수점,"['korean cuisine', 'meat', 'meat']",1.858000022606416,37.5470940716309,126.937698232263,서울 마포구 신수동 190
태광식당,['korean cuisine'],2.0010301628979765,37.5489901919616,126.938497852249,서울 마포구 신수동 85-5
신성기사식당,[],1.5432981025088914,37.5474981718865,126.938562448447,서울 마포구 신수동 184-9
페어링서울,['form'],1.763488457690586,37.54881277656644,126.93865416338814,서울 마포구 신수동 85-9
유리주의,"['a bar', 'a wine bar']",1.3761238027702676,37.5482484083622,126.939737590624,서울 마포구 신수동 35-8
김밥천국 서강대점,['school food'],1.763488457690586,37.5489508694159,126.939118020643,서울 마포구 신수동 10-2
정밥,['korean cuisine'],1.858000022606416,37.5488801509079,126.93826935257069,서울 마포구 신수동 88-49
숙성회136 마포점,"['a solar eclipse', 'a japanese restaurant']",1.559005051173947,37.5486933614622,126.937730850117,서울 마포구 신수동 89-93
슬기로운횟집생활,"['korean cuisine', 'seafood', 'fish', 'raw fish']",1.9402785865827041,37.54703907488616,126.93763038165773,서울 마포구 신수동 190
두찜 마포신수점,"['korean cuisine', 'meat', 'meat', 'a chicken dish']",1.8825377242131665,37.5470327655065,126.93762586049,서울 마포구 신수동 190
칠러스클럽잇츠,"['snack', 'confectionery', 'bakery']",1.4429498503153975,37.5490333383306,126.938303175331,서울 마포구 신수동 88-43
세아마라탕 서강대점,"['chinese food', 'chinese cuisine']",1.2773067439144308,37.54893467477978,126.939163299213,서울 마포구 신수동 10-2
증류주유소,['a bar'],1.8089991344646974,37.5482520262127,126.939764746703,서울 마포구 신수동 35-8
신미식당,['korean cuisine'],1.858000022606416,37.5477075618019,126.939254825827,서울 마포구 신수동 49-3
마포 순대국가정식백반,['korean cuisine'],1.9236717221953654,37.5471052965349,126.938485821593,서울 마포구 신수동 184-14
에스칼,['form'],1.164016617970033,37.54777890614024,126.93957727891322,서울 마포구 신수동 85-24
줄리아스케이크룸,"['snack', 'confectionery', 'bakery']",1.2773067439144308,37.5485650901367,126.938824110781,서울 마포구 신수동 85-13
계순네닭강정,['snack'],1.2505169356411152,37.5490292212247,126.939050058733,서울 마포구 신수동 10-2
끝판왕숯불치킨,[],1.5180953352288766,37.5490067021124,126.93906139343,서울 마포구 신수동 10-2
장충동왕족발보쌈365 신수동점,"['korean cuisine', 'meat', 'meat', 'pig hocks']",1.8825377242131665,37.5470512295557,126.938472286744,서울 마포구 신수동 184-4
후루야,['snack'],1.3761238027702676,37.547615005983,126.939736968925,서울 마포구 신수동 85-30
씽씽치킨,[],1.4333369845016437,37.5470544085903,126.937662053865,서울 마포구 신수동 190
망고엔돌핀,"['snack', 'confectionery', 'bakery']",1.3761238027702676,37.5478761859117,126.93778811084,서울 마포구 신수동 89-130
숲길돈가스,"['a solar eclipse', 'pork cutlet', 'udon']",1.5432981025088914,37.5477789061402,126.939577278913,서울 마포구 신수동 85-24
수저가,"['chinese food', 'chinese cuisine']",1.510926958647641,37.549348157115176,126.93729575518157,서울 마포구 신수동 89-10
옥정,['korean cuisine'],1.8825377242131665,37.55037754400841,126.93644615026982,서울 마포구 신수동 93-21
원더풀샤브샤브,[],1.477891626141288,37.5497313697752,126.936152470708,서울 마포구 신수동 457
봉쥬르마카롱,"['snack', 'confectionery', 'bakery']",1.7405413513156502,37.54996938586991,126.93643518032414,서울 마포구 신수동 91-390
프랭크버거 서강대점,"['form', 'hamburger']",1.5432981025088914,37.54969943799268,126.93709176453773,서울 마포구 신수동 89-6
요릿집,['korean cuisine'],1.9236717221953654,37.54995184679607,126.93733485721854,서울 마포구 신수동 93-214
초술당 서강대점,"['a bar', 'hope', 'a restaurant']",1.1590730893340977,37.54994256061569,126.9368165692129,서울 마포구 신수동 91-385
옐로우피자,['form'],1.6350694747133687,37.54966648568154,126.93612989313372,서울 마포구 신수동 457
남원추어탕,"['korean cuisine', 'seafood', 'fish']",2.0010301628979765,37.549908435740605,126.93702821650476,서울 마포구 신수동 91-379
곱분이곱창 신촌서강대점,"['korean cuisine', 'meat', 'meat', 'intestine', 'makchang']",2.0010301628979765,37.54969982505466,126.93613439127138,서울 마포구 신수동 457
투다리 신수점,"['a bar', 'fish cake bar']",1.5787009030580526,37.5499437378146,126.937334864007,서울 마포구 신수동 93-214
족발야시장 서강대점,"['korean cuisine', 'meat', 'meat', 'pig hocks', 'bossam']",1.8825377242131665,37.54974759140962,126.93615924675424,서울 마포구 신수동 457
맛짜우 서강대점,['school food'],1.3761238027702676,37.5496662532542,126.937378098865,서울 마포구 신수동 89-12
닭을품다,['chicken'],1.763488457690586,37.5496899361048,126.9361751389776,서울 마포구 신수동 457
웰빙삼겹살,"['korean cuisine', 'meat', 'meat']",1.9402785865827041,37.5496975617578,126.936952573599,서울 마포구 신수동 91-567
가마치통닭 서강대점,['chicken'],1.164016617970033,37.5499726848594,126.937552116694,서울 마포구 신수동 93-212
자무쉬,"['a bar', 'a wine bar']",1.5180953352288766,37.5510079014694,126.937494669673,서울 마포구 신수동 81-64
서강포차,['a bar'],1.4333369845016437,37.5510908082383,126.937522892126,서울 마포구 신수동 81-23
짜글이 미식회,"['korean cuisine', 'stew', 'hot pot']",2.070282436284152,37.5493043010102,126.936160756475,서울 마포구 신수동 457
화이어큐브스테이크 본점,"['form', 'steak', 'lip']",0.8950623399154707,37.549987358278,126.936346896295,서울 마포구 신수동 91-506
홈스타일,['a fusion dish'],1.8089991344646974,37.5500052658046,126.936138657261,서울 마포구 신수동 91-395
김숙성,"['korean cuisine', 'meat', 'meat']",2.0010301628979765,37.549188333645,126.938348313129,서울 마포구 신수동 85-3
짜장상회,"['chinese food', 'chinese cuisine']",1.4034294236790048,37.5501288453109,126.938098574805,서울 마포구 신수동 86-4
원조용궁설렁탕,['korean cuisine'],1.9236717221953654,37.5503414143055,126.937971653513,서울 마포구 신수동 86-3
카밀드,['form'],1.6350694747133687,37.549616867774326,126.93769839578876,서울 마포구 신수동 88-13
배스킨라빈스 서강신수점,"['snack', 'ice cream']",1.164016617970033,37.5491025667644,126.939760667353,서울 마포구 신수동 31-1
파리바게뜨 서강신수점,"['snack', 'confectionery', 'bakery']",1.5180953352288766,37.5495629068607,126.937886293679,서울 마포구 신수동 88-56
오리엔트익스프레스와인,['form'],1.5180953352288766,37.5491946376772,126.938342649742,서울 마포구 신수동 85-3
봉구스밥버거 서강대점,"['korean cuisine', 'rice ball']",1.9752583238211547,37.5494918510058,126.939864465255,서울 마포구 신수동 23-1
빌리언박스 서강대점,"['form', 'hamburger']",1.4034294236790048,37.54928016713251,126.93996421965592,서울 마포구 신수동 27-2
